,src,dest,total_voltage
3427,47019,47179,491.0
3428,54067,54019,69.0
3429,51036,51041,460.0
3430,19085,19155,69.0
3431,13157,13059,66.7628595569597
3432,27073,27173,115.0
3433,42063,42065,230.0
3434,51093,51700,230.0
3435,01087,01123,115.0
3436,46067,46035,66.7628595569597
3437,37085,37163,230.0
3438,01045,01031,368.95398816568047
3439,22047,22005,138.0
3440,09005,09003,460.0
3441,05115,05131,500.0
3442,17019,17041,207.0
3443,40153,40059,69.0
3444,20099,20107,345.0
3445,25013,25015,575.0
3446,28085,28037,284.0
3447,05053,05069,730.0
3448,50019,50011,284.0
3449,31173,31179,69.0
3450,31173,31043,69.0
3451,31051,31043,69.0
3452,72103,72077,115.0
3453,17113,17105,345.0
3454,36075,36067,920.0
3455,31051,31043,69.0
3456,50027,33019,161.0
3457,45069,45031,230.0
3458,31051,31179,69.0
3459,39061,21015,621.0
3460,23025,23021,115.0
3461,19001,19029,161.0
3462,38071,38069,230.0
3463,39105,39009,138.0
3464,05063,05067,322.0
3465,42027,42033,115.0
3466,37059,37067,200.0
3467,05119,05085,730.0
3468,18035,18095,621.0
3469,40143,40037,1380.0
3470,46065,46069,66.7628595569597
3471,17145,17163,230.0
3472,31121,31019,230.0
3473,21067,21113,273.7628595569597
3474,18005,18081,230.0
3475,45071,45039,989.0
3476,29095,29177,161.0
3477,13087,01069,230.0
3478,37159,37025,460.0
3479,17063,17093,345.0
3480,18125,18097,690.0
3481,37085,37101,230.0
3482,46005,46059,138.0
3483,55059,55101,652.0
3484,72013,72073,115.0
3485,40005,40029,138.0
3486,28007,28049,500.0
3487,45027,45075,230.0
3488,42133,24015,500.0
3489,55087,55009,138.0
3490,38055,38015,230.0
3491,45065,13073,230.0
3492,40041,29119,69.0
3493,39167,39045,690.0
3494,29013,29037,161.0
3495,72059,72091,230.0
3496,17027,17005,138.0
3497,01051,01123,460.0
3498,47157,28009,500.0
3499,20063,20193,115.0
3500,34025,34029,690.0
3501,37069,37181,230.0
3502,23007,23001,181.7628595569597
3503,13259,13307,115.0
3504,36105,36071,759.0
3505,72035,72041,38.0
3506,36021,36083,550.7168477226402
3507,01033,01077,483.0
3508,20183,20141,115.0
3509,18097,18063,138.0
3510,51510,51013,460.0
3511,24043,42055,276.0
3512,45057,37179,100.0
3513,31111,31063,115.0
3514,27123,27003,690.0
3515,27137,38065,250.0
3516,51165,51139,230.0
3517,21077,21015,69.0
3518,46077,46025,69.0
3519,01083,28025,500.0
3520,18037,18117,138.0
3521,25003,25015,230.0
3522,17031,17111,483.0
3523,39099,42085,138.0
3524,20023,20153,34.5
3525,46115,46013,184.0
3526,13137,13241,230.0
3527,55071,55117,345.0
3528,39119,39089,138.0
3529,21167,21113,345.0
3530,47001,47143,500.0
3531,55015,55117,276.0
3532,20065,20179,115.0
3533,46005,46115,184.0
3534,31041,31111,345.0
3535,54033,54097,138.0
3536,13117,13057,230.0
3537,13105,13221,230.0
3538,25003,25011,115.0
3539,51550,51710,345.0
3540,01057,01125,322.0
3541,12119,12083,759.0
3542,54039,54019,276.0
3543,13297,13013,514.0
3544,26101,26105,138.0
3545,47057,47089,294.5257191139194
3546,45091,45057,295.97699408284024
3547,20173,20191,345.0
3548,19195,27099,161.0
3549,29083,29015,161.0
3550,13021,13225,230.0
3551,27119,27125,253.0
3552,34007,34005,1150.0206000276512
3553,18147,18173,207.0
3554,17173,17021,138.0
3555,21111,18019,138.0
3556,20137,20039,115.0
3557,28151,28133,399.0
3558,37091,51800,230.0
3559,13049,12003,115.0
3560,20195,20051,115.0
3561,47157,47075,1000.0
3562,05095,05077,230.0
3563,39089,39049,276.0
3564,17029,17041,138.0
3565,20145,20047,284.0
3566,54083,54101,138.0
3567,33013,33019,115.0
3568,54079,54053,1041.0
3569,18157,18045,230.0
3570,51173,51197,138.0
3571,40075,40055,69.0
3572,12107,12019,230.0
3573,39103,39151,138.0
3574,01053,01003,230.0
3575,21127,39087,765.0
3576,45063,45079,1150.0
3577,39139,39005,276.0
3578,18079,18077,138.0
3579,21197,21129,161.0
3580,18037,18173,138.0
3581,21101,21225,138.0
3582,26053,55051,115.0
3583,13003,13069,115.0
3584,21011,21173,138.0
3585,22033,22005,138.0
3586,18165,18167,230.0
3587,29137,29007,138.0
3588,20021,40115,230.0
3589,21207,21199,230.0
3590,36023,36007,345.0
3591,51640,51077,238.0
3592,19187,19193,345.0
3593,28159,28105,161.0
3594,51067,51089,138.0
3595,27119,38035,483.0
3596,40031,40137,276.0
3597,51019,51680,276.0
3598,12105,12101,230.0
3599,29061,29063,138.0
3600,05099,05057,115.0
3601,34021,42017,230.0
3602,29185,29015,169.0
3603,39163,39079,138.0
3604,34027,34037,460.0
3605,40053,40047,69.0
3606,13149,01111,115.0
3607,27137,27135,500.0
3608,21027,21163,598.0
3609,09011,09013,181.7628595569597
3610,45011,13033,230.0
3611,21195,21071,276.0
3612,17083,17117,138.0
3613,54033,54029,500.0
3614,36115,36031,115.0
3615,54051,39111,552.0
3616,22119,22013,126.97699408284024
3617,31185,31059,115.0
3618,34007,34021,500.0
3619,40095,40069,138.0
3620,27061,27137,345.0
3621,37169,37157,660.0
3622,22065,22083,115.0
3623,72069,72077,115.0
3624,37107,37079,115.0
3625,27101,27083,115.0
3626,33015,25009,115.0
3627,39127,39045,207.0
3628,50007,50023,115.0
3629,36043,36057,115.0
3630,12089,12031,230.0
3631,01117,01007,295.97699408284024
3632,28041,28039,184.0
3633,13031,13165,115.0
3634,29001,29175,161.0
3635,13145,01081,460.0
3636,26057,26139,345.0
3637,05063,05145,161.0
3638,28043,28161,460.0
3639,27053,27139,690.0
3640,01055,01115,115.0
3641,51025,37185,66.7628595569597
3642,29029,29105,230.0
3643,54093,54077,307.0
3644,45041,45031,989.0
3645,36065,36049,744.0
3646,01073,01125,230.0
3647,12041,12001,299.0
3648,24021,51107,138.0
3649,42097,42037,238.0
3650,42061,42013,399.0
3651,42045,10003,460.0
3652,40053,40003,69.0
3653,23013,23011,115.0
3654,20085,20103,345.0
3655,20029,20157,69.0
3656,20131,20117,115.0
3657,29027,29007,138.0
3658,22071,22051,690.0
3659,12013,12005,169.0
3660,22067,22123,115.0
3661,38071,38063,115.0
3662,13021,13153,115.0
3663,39105,39053,169.0
3664,25017,25021,115.0
3665,45065,13073,345.0
3666,29083,29101,161.0
3667,37089,45083,100.0
3668,13225,13193,230.0
3669,17029,17033,138.0
3670,39153,39029,138.0
3671,39025,21117,345.0
3672,21125,21203,69.0
3673,47065,47115,483.0
3674,37057,37067,369.0
3675,17047,17185,138.0
3676,29173,29137,69.0
3677,51041,51109,500.0
3678,54043,54011,126.97699408284024
3679,26103,26043,621.0
3680,37199,37115,115.0
3681,39067,39081,295.97699408284024
3682,29157,29186,307.0
3683,12045,12005,345.0
3684,13137,13311,126.97699408284024
3685,27089,27113,253.0
3686,45053,45049,483.0
3687,01073,01127,460.0
3688,22081,22013,169.0
3689,05133,05081,207.0
3690,25017,25021,575.0
3691,05103,05013,66.7628595569597
3692,38021,46013,156.6
3693,31137,31073,115.0
3694,72097,72059,230.0
3695,33011,33009,230.0
3696,26025,26059,169.0
3697,37035,37067,460.0
3698,09007,09011,345.0
3699,28151,28053,115.0
3700,55063,55081,161.0
3701,21109,21129,161.0
3702,46127,46135,230.0
3703,34041,42095,230.0
3704,54071,54093,169.0
3705,54023,54071,169.0
3706,21083,21157,161.0
3707,22119,22027,66.7628595569597
3708,55015,55117,138.0
3709,42031,42121,115.0
3710,34041,42089,230.0
3711,27059,27065,69.0
3712,47125,47161,161.0
3713,51177,51061,500.0
3714,40039,40149,69.0
3715,20087,20177,138.0
3716,29001,29115,69.0
3717,20021,29097,391.0
3718,36107,36023,169.0
3719,17197,17105,345.0
3720,37183,37063,460.0
3721,21049,21197,69.0
3722,39053,54053,414.0
3723,36021,36083,66.7628595569597
3724,46005,46029,230.0
3725,42013,42009,115.0
3726,20019,20035,69.0
3727,40123,40029,138.0
3728,20125,20019,69.0
3729,47073,47093,500.0
3730,20049,20019,69.0
3731,39025,39017,345.0
3732,29001,29121,69.0
3733,40075,40015,138.0
3734,29019,29053,69.0
3735,13253,13087,115.0
3736,18029,21015,345.0
3737,17157,17163,897.0
3738,21239,21209,138.0
3739,01101,01085,410.97699408284024
3740,01129,01097,345.0
3741,37007,37153,115.0
3742,51009,51163,230.0
3743,46035,46099,230.0
3744,29183,29219,161.0
3745,19197,19069,161.0
3746,28121,28127,181.7628595569597
3747,72141,72081,126.97699408284024
3748,18155,18077,138.0
3749,46085,46017,460.0
3750,39061,39109,345.0
3751,13197,13263,230.0
3752,05117,05147,115.0
3753,42099,42109,500.0
3754,42041,42001,230.0
3755,26137,26047,138.0
3756,27021,27007,69.0
3757,37103,37107,169.0
3758,55083,55115,483.0
3759,42111,42021,230.0
3760,72013,72065,115.0
3761,29007,29163,69.0
3762,51790,51163,115.0
3763,51019,51023,276.0
3764,05095,05117,115.0
3765,12051,12043,253.95398816568047
3766,23007,23001,115.0
3767,12047,12079,115.0
3768,17177,17141,138.0
3769,27087,27119,69.0
3770,29113,29219,322.0
3771,18175,18043,138.0
3772,29227,29147,69.0
3773,12113,01053,241.97699408284024
3774,36065,36025,345.0
3775,05061,05133,138.0
3776,22109,22101,230.0
3777,51035,51077,276.0
3778,24021,24031,1000.0
3779,47189,47141,161.0
3780,38003,38091,230.0
3781,27095,27035,69.0
3782,05001,05069,230.0
3783,20125,20205,69.0
3784,50027,33009,115.0
3785,29187,29099,828.0
3786,18153,18167,204.7628595569597
3787,19153,19155,345.0
3788,36071,36027,115.0
3789,42035,42081,368.0
3790,34005,34021,445.0
3791,27163,27037,629.0
3792,33015,33013,115.0
3793,01039,01061,356.97699408284024
3794,13045,13097,230.0
3795,12013,12063,230.0
3796,47073,47179,161.0
3797,36027,36111,230.0
3798,12037,12129,69.0
3799,37149,37161,233.5257191139194
3800,40093,40047,138.0
3801,54005,54043,138.0
3802,46109,46029,115.0
3803,37127,37195,230.0
3804,47085,47113,500.0
3805,19099,19157,230.0
3806,13215,13145,115.0
3807,13295,13055,115.0
3808,01095,01103,161.0
3809,29221,29187,276.0
3810,40133,40101,345.0
3811,39139,39005,276.0
3812,40039,40043,138.0
3813,29139,29219,322.0
3814,21083,47079,322.0
3815,42005,42129,638.0
3816,01093,01133,330.0
3817,37175,37087,115.0
3818,27001,27035,299.0
3819,29123,29187,138.0
3820,13137,13257,230.0
3821,72017,72091,115.0
3822,27171,27141,299.0
3823,12073,13087,230.0
3824,51035,51077,126.97699408284024
3825,13303,13163,345.0
3826,72127,72139,268.0
3827,31111,31101,115.0
3828,37107,37191,345.0
3829,29051,29151,345.0
3830,40121,40077,276.0
3831,37179,37119,660.0
3832,29207,29031,345.0
3833,18097,18029,345.0
3834,22001,22097,638.0
3835,36009,36003,115.0
3836,13215,01081,575.0
3837,13009,13141,115.0
3838,05119,05053,500.0
3839,51107,51061,500.0
3840,12071,12027,230.0
3841,46045,46013,138.0
3842,42079,42069,698.0
3843,17115,17021,483.0
3844,51199,51095,575.0
3845,17055,17199,276.0
3846,12107,12127,115.0
3847,19009,19029,161.0
3848,12095,12069,138.0
3849,17115,17039,690.0
3850,20177,20197,230.0
3851,37033,37157,66.7628595569597
3852,54095,54103,138.0
3853,51125,51009,126.97699408284024
3854,24047,24039,138.0
3855,42131,42115,115.0
3856,27141,27009,69.0
3857,37169,37157,200.0
3858,47065,47115,322.0
3859,34027,34039,920.0
3860,05031,05111,299.0
3861,51087,51760,115.0
3862,51051,21133,46.0
3863,42091,42101,230.0
3864,54047,54109,414.0
3865,42003,42019,264.97699408284024
3866,23025,23011,115.0
3867,38069,38049,230.0
3868,21083,21145,69.0
3869,51089,51197,765.0
3870,51173,51167,138.0
3871,39033,39139,264.97699408284024
3872,20125,20205,138.0
3873,13121,13097,1345.0
3874,01101,01109,230.0
3875,22043,22127,399.0
3876,01115,01009,126.97699408284024
3877,39151,39157,414.0
3878,37055,37053,460.0206000276511
3879,40131,40105,414.0
3880,54107,39167,138.0
3881,37049,37147,115.0
3882,12023,12125,230.0
3883,36123,36069,115.0
3884,37025,37119,453.95398816568047
3885,13087,13275,230.0
3886,47085,47119,483.0
3887,55025,17201,345.0
3888,36031,36019,66.7628595569597
3889,27119,27107,69.0
3890,47073,47163,914.0
3891,18103,18049,345.0
3892,31041,31121,345.0
3893,38101,38075,181.7628595569597
3894,22029,22059,115.0
3895,12023,12121,529.0
3896,13181,13073,115.0
3897,46117,46065,115.0
3898,13195,13147,230.0
3899,40027,40017,345.0
3900,34005,34029,230.0
3901,21207,21001,69.0
3902,37183,37063,960.0
3903,51137,51003,115.0
3904,20193,31145,345.0
3905,01077,01079,161.0
3906,22029,22041,115.0
3907,46109,38077,271.6
3908,47181,47099,161.0
3909,55069,55067,115.0
3910,20111,20173,345.0
3911,54025,54089,138.0
3912,18179,18069,345.0
3913,42095,42025,69.0
3914,29093,29179,345.0
3915,42003,42125,1135.0
3916,26023,26149,138.0
3917,19163,19139,287.97699408284024
3918,42111,24001,138.0
3919,18103,18017,514.0
3920,45019,45015,1035.0
3921,18099,18085,138.0
3922,51161,51121,276.0
3923,01089,01083,983.0
3924,13021,13169,230.0
3925,28001,28063,115.0
3926,29067,29229,69.0
3927,22127,22059,115.0
3928,55093,27037,69.0
3929,55067,55073,115.0
3930,28163,28149,115.0
3931,01097,01099,115.0
3932,29071,29099,345.0
3933,46071,46007,169.0
3934,01043,01127,161.0
3935,21063,21127,69.0
3936,17115,17039,138.0
3937,34023,36059,500.0
3938,55037,26071,207.0
3939,42131,42115,345.0
3940,29171,29129,69.0
3941,28019,28025,500.0
3942,47097,47075,322.0
3943,17081,17055,483.0
3944,29189,29071,276.0
3945,01009,01073,460.0
3946,21165,21173,69.0
3947,47189,47037,661.0
3948,01073,01007,845.0
3949,17161,19115,161.0
3950,37127,37101,399.0
3951,27061,27035,230.0
3952,50027,50025,345.0
3953,01063,01047,230.0
3954,01055,01019,115.0
3955,13261,13321,115.0
3956,18065,18059,138.0
3957,13277,13071,230.0
3958,47125,21177,500.0
3959,25013,25011,345.0
3960,55109,55095,230.0
3961,12077,12037,69.0
3962,40113,40103,345.0
3963,18065,18095,138.0
3964,19003,19137,338.0
3965,27101,27063,69.0
3966,05027,22027,115.0
3967,42031,42019,138.0
3968,39103,39081,345.0
3969,17001,29127,161.0
3970,23025,23009,115.0
3971,29095,29107,161.0
3972,17077,17199,264.97699408284024
3973,51137,51047,115.0
3974,26023,26059,138.0
3975,36071,36087,276.0
3976,21209,21187,207.0
3977,47155,47093,227.7628595569597
3978,05053,05139,500.0
3979,05005,05089,322.0
3980,21111,21211,138.0
3981,20091,29037,506.0
3982,18165,18045,230.0
3983,37099,37113,287.97699408284024
3984,13077,13285,115.0
3985,55133,55131,138.0
3986,18005,18081,299.0
3987,17031,17089,276.0
3988,39081,39029,402.97699408284024
3989,25005,44005,230.0
3990,22003,22039,138.0
3991,18035,18075,138.0
3992,47001,47093,822.0
3993,17135,17005,138.0
3994,55127,55059,138.0
3995,19169,19153,322.0
3996,28087,28095,322.0
3997,47001,47145,822.0
3998,20001,20099,161.0
3999,28141,28117,161.0
4000,39001,39015,552.0
4001,13285,13199,115.0
4002,51149,51183,115.0
4003,25021,25027,1035.0
4004,46103,46081,299.0
4005,39057,39049,345.0
4006,42063,42065,115.0
4007,42133,42071,1089.0
4008,47057,47025,161.0
4009,39035,39133,345.0
4010,24001,54057,476.0
4011,46005,38057,345.0
4012,39073,39045,276.0
4013,05051,05059,115.0
4014,29205,29175,69.0
4015,17159,17025,138.0
4016,29209,29213,368.0
4017,36065,36067,805.0
4018,54029,54009,295.97699408284024
4019,37111,37023,829.0
4020,20061,20197,230.0
4021,37013,37137,230.0
4022,36115,36113,230.0
4023,46009,46023,115.0
4024,22105,22063,629.0
4025,17203,17143,138.0
4026,46135,46083,230.0
4027,55061,55029,138.0
4028,26149,26077,138.0
4029,01077,01083,161.0
4030,21183,21149,69.0
4031,27095,27001,69.0
4032,29025,29063,69.0
4033,24045,10005,230.0
4034,18107,18011,575.0
4035,47037,47119,500.0
4036,38099,27069,115.0
4037,29081,29129,69.0
4038,13271,13161,115.0
4039,39115,39167,614.0
4040,36065,36001,345.0
4041,29097,20099,345.0
4042,05147,05123,161.0
4043,29159,29053,161.0
4044,37123,37151,345.0
4045,47143,47145,161.0
4046,45059,45045,300.0
4047,42061,42009,115.0
4048,22055,22097,230.0
4049,13287,13321,230.0
4050,18061,18025,307.0
4051,50019,50005,115.0
4052,20085,20131,115.0
4053,36095,36093,126.97699408284024
4054,13319,13153,230.0
4055,28087,01075,500.0
4056,19017,19013,161.0
4057,18039,18087,345.0
4058,13217,13247,345.0
4059,27065,27115,69.0
4060,13121,13135,730.0
4061,17203,17099,138.0
4062,37001,37151,66.7628595569597
4063,29229,29153,161.0
4064,54005,54045,276.0
4065,01051,01101,115.0
4066,29029,29141,161.0
4067,12039,12063,115.0
4068,12053,12119,69.0
4069,29027,29139,667.0
4070,36051,36101,296.7628595569597
4071,01133,01127,161.0
4072,51121,51071,138.0
4073,13063,13089,960.0
4074,28105,28019,169.0
4075,37169,37081,920.0
4076,29095,29003,345.0
4077,12023,12121,522.0
4078,21205,21127,138.0
4079,28059,28039,230.0
4080,29139,29007,345.0
4081,51143,51089,66.7628595569597
4082,22045,22101,276.0
4083,38087,38011,414.0
4084,21045,21207,69.0
4085,47113,47017,161.0
4086,25013,25027,115.0
4087,29031,29201,230.0
4088,05061,05113,69.0
4089,12107,12019,230.0
4090,51191,51520,126.97699408284024
4091,28047,28059,230.0
4092,05129,05141,161.0
4093,20183,20123,115.0
4094,18073,18089,1035.0
4095,13049,13039,115.0
4096,13123,13227,356.97699408284024
4097,18165,18107,345.0
4098,19133,19193,299.0
4099,13021,13153,345.0
4100,05111,05035,161.0
4101,29005,19145,69.0
4102,39121,54051,138.0
4103,55037,26043,138.0
4104,20029,20123,115.0
4105,22117,28073,230.0
4106,19043,19061,161.0
4107,47031,47051,161.0
4108,47073,47057,161.0
4109,18097,18145,138.0
4110,01021,01121,115.0
4111,13079,13153,230.0
4112,13149,13045,345.0
4113,13197,13307,126.97699408284024
4114,37123,37167,200.0
4115,22111,22061,115.0
4116,42011,42075,460.0
4117,29073,29169,345.0
4118,51053,51093,500.0
4119,17021,17167,514.0
4120,20091,20103,460.0
4121,39147,39063,621.0
4122,42051,54061,414.0
4123,20079,20155,115.0
4124,29189,17163,138.0
4125,51069,51043,138.0
4126,39081,54029,690.0
4127,72013,72059,115.0
4128,42129,42125,276.0
4129,46047,46033,69.0
4130,20045,20103,284.0
4131,17091,17197,621.0
4132,18175,18005,230.0
4133,18147,18153,765.0
4134,47177,47007,322.0
4135,31079,31001,126.97699408284024
4136,31127,29063,345.0
4137,47177,47015,161.0
4138,13151,13255,115.0
4139,29095,29047,644.0
4140,40073,40047,138.0
4141,38045,38093,115.0
4142,38067,27069,181.7628595569597
4143,10003,24035,138.0
4144,27153,27159,115.0
4145,39119,39117,345.0
4146,17029,17035,345.0
4147,72113,72059,345.0
4148,46087,46099,652.0
4149,47021,47125,161.0
4150,54037,54003,276.0
4151,22073,22083,115.0
4152,29091,29215,138.0
4153,01117,01121,230.0
4154,22047,22097,500.0
4155,21001,21169,69.0
4156,42043,42075,230.0
4157,29197,29001,69.0
4158,55001,55141,138.0
4159,26055,26165,138.0
4160,01071,13083,230.0
4161,46035,46097,169.0
4162,23007,23017,115.0
4163,34007,34033,1000.0
4164,01049,01071,575.9539881656805
4165,47165,21213,161.0
4166,19149,19193,575.0
4167,45059,45083,200.28857867087908
4168,27095,27065,69.0
4169,21055,21143,69.0
4170,37169,37171,66.7628595569597
4171,54107,39167,276.0
4172,13085,13187,115.0
4173,33013,33009,230.0
4174,47141,47159,161.0
4175,26099,26147,585.0
4176,42063,42021,460.0
4177,40135,05131,69.0
4178,55059,55133,345.0
4179,47055,47099,322.0
4180,37081,37151,400.0
4181,40027,40133,345.0
4182,27111,27051,115.0
4183,46073,46005,115.0
4184,13183,13267,115.0
4185,42095,42025,230.0
4186,21033,21107,391.0
4187,34019,34021,399.0
4188,39055,39085,276.0
4189,21033,21055,69.0
4190,45021,37045,690.0
4191,13127,13039,399.0
4192,22005,22007,169.0
4193,42033,42047,230.0
4194,51137,51177,230.0
4195,51131,51001,69.0
4196,13139,13157,514.0
4197,37091,37131,345.0
4198,26143,26039,138.0
4199,40027,40087,138.0
4200,51029,51065,230.0
4201,42081,42015,230.0
4202,19043,19005,161.0
4203,29007,29175,230.0
4204,13303,13167,66.7628595569597
4205,42099,42087,230.0
4206,55089,55079,552.0
4207,40027,40133,690.0
4208,29027,29053,345.0
4209,17145,17055,230.0
4210,17113,17105,345.0
4211,29051,29151,138.0
4212,12123,12121,230.0
4213,37019,37129,514.0
4214,21233,21107,368.0
4215,29125,29151,161.0
4216,55087,55139,483.0
4217,18095,18057,483.0
4218,42091,42133,500.0
4219,05133,05113,69.0
4220,50017,33009,46.0
4221,01067,13061,115.0
4222,22051,22089,690.0206000276511
4223,13319,13289,115.0
4224,29183,29139,345.0
4225,54107,54073,414.0
4226,24001,54027,138.0
4227,45073,37045,500.0
4228,40055,40009,138.0
4229,37073,51800,230.0
4230,12073,12129,184.0
4231,37081,37063,500.0
4232,40133,40063,69.0
4233,12107,12031,500.0
4234,21139,21145,230.0
4235,05085,05069,500.0
4236,28129,28123,410.97699408284024
4237,21235,21121,230.0
4238,24023,54077,552.0
4239,12071,12051,169.0
4240,47161,21143,161.0
4241,46099,46125,69.0
4242,13111,47139,161.0
4243,01033,01059,322.0
4244,46003,46015,69.0
4245,40037,40111,138.0
4246,46003,46023,69.0
4247,46023,46043,69.0
4248,18071,18079,299.0
4249,46023,46015,69.0
4250,01041,01109,181.7628595569597
4251,18051,18037,345.0
4252,19187,19091,161.0
4253,34003,34013,230.0
4254,31089,31017,115.0
4255,13151,13255,115.0
4256,13075,13071,115.0
4257,13157,13195,460.0
4258,37085,37183,230.0
4259,54097,54091,126.97699408284024
4260,54087,54107,138.0
4261,39063,39173,483.0
4262,12057,12101,342.7628595569597
